,team,name,position,cap_hit,base_salary,signing_bonus,roster_bonus,option_bonus,workout_bonus,restructure_bonus,incentive_bonus
1418,kansas-city-chiefs,Keondre Coburn,DT,"$794,154 ","$750,000 ","$44,154 ",0-,0-,0-,0-,0-
1419,kansas-city-chiefs,Nic Jones,CB,"$769,444 ","$750,000 ","$19,444 ",0-,0-,0-,0-,0-
1420,kansas-city-chiefs,Truman Jones,DE,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
1421,kansas-city-chiefs,Deneric Prince,RB,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
1422,kansas-city-chiefs,Cam Jones,LB,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
1423,kansas-city-chiefs,Nikko Remigio,WR,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
1424,kansas-city-chiefs,Jerome Carvin,T,"$754,166 ","$750,000 ","$4,166 ",0-,0-,0-,0-,0-
1425,kansas-city-chiefs,Kahlef Hailassie,S,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
1426,kansas-city-chiefs,Anthony Cook,S,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1427,kansas-city-chiefs,Reese Taylor,CB,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1428,kansas-city-chiefs,Isaiah Norman,S,"$750,500 ","$750,000 ",$500 ,0-,0-,0-,0-,0-
1429,kansas-city-chiefs,Ekow Boye-Doe,CB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1430,kansas-city-chiefs,Matt Bushman,TE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1431,kansas-city-chiefs,Mike Caliendo,G,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1432,kansas-city-chiefs,Kekoa Crawford,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1433,kansas-city-chiefs,Jerrion Ealy,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1434,kansas-city-chiefs,Ty Fryfogle,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1435,kansas-city-chiefs,Izaiah Gathings,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1436,kansas-city-chiefs,Chukwuebuka Godrick,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1437,kansas-city-chiefs,Anderson Hardy,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1438,kansas-city-chiefs,Chris Oladokun,QB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1439,kansas-city-chiefs,Justyn Ross,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1440,kansas-city-chiefs,Tyrone Scott,WR,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1441,kansas-city-chiefs,Anthony Witherstone,CB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1442,las-vegas-raiders,Jimmy Garoppolo,QB,"$23,800,000 ","$22,500,000 ",0-,"$1,080,000 ",0-,"$220,000 ",0-,0-
1443,las-vegas-raiders,Kolton Miller,LT,"$17,650,000 ","$14,225,000 ",0-,0-,0-,"$50,000 ","$3,375,000 ",0-
1444,las-vegas-raiders,Davante Adams,WR,"$14,740,000 ","$6,030,000 ","$3,850,000 ","$510,000 ",0-,"$100,000 ","$4,000,000 ","$250,000 "
1445,las-vegas-raiders,Chandler Jones,DE,"$14,244,000 ","$1,165,000 ","$2,400,000 ","$9,160,000 ",0-,"$252,000 ","$1,267,000 ",0-
1446,las-vegas-raiders,Hunter Renfrow,WR,"$13,126,000 ","$6,500,000 ","$1,836,000 ","$4,690,000 ",0-,"$100,000 ",0-,0-
1447,las-vegas-raiders,Maxx Crosby,DE,"$12,978,250 ","$7,505,000 ","$2,600,000 ","$260,750 ",0-,"$100,000 ","$2,512,500 ",0-
1448,las-vegas-raiders,Josh Jacobs,RB,"$10,091,000 ","$10,091,000 ",0-,0-,0-,0-,0-,0-
1449,las-vegas-raiders,Andre James,C,"$6,980,000 ","$6,400,000 ",0-,0-,0-,"$100,000 ","$480,000 ",0-
1450,las-vegas-raiders,Bilal Nichols,DT,"$6,687,500 ","$2,375,000 ","$1,187,500 ","$2,885,000 ",0-,"$240,000 ",0-,0-
1451,las-vegas-raiders,Marcus Epps,S,"$4,707,500 ","$2,585,000 ","$1,292,500 ","$629,000 ",0-,"$201,000 ",0-,0-
1452,las-vegas-raiders,Tyree Wilson,DE,"$4,546,454 ","$750,000 ","$3,796,454 ",0-,0-,0-,0-,0-
1453,las-vegas-raiders,Daniel Carlson,K,"$4,250,000 ","$3,450,000 ","$800,000 ",0-,0-,0-,0-,0-
1454,las-vegas-raiders,Jakobi Meyers,WR,"$4,153,215 ","$1,080,000 ","$1,833,333 ","$205,882 ",0-,"$250,000 ","$784,000 ",0-
1455,las-vegas-raiders,Jermaine Eluemunor,RT,"$2,970,000 ","$1,857,000 ","$491,000 ","$480,000 ",0-,"$142,000 ",0-,0-
1456,las-vegas-raiders,Brandon Bolden,RB,"$2,850,000 ","$1,655,000 ","$625,000 ","$480,000 ",0-,"$90,000 ",0-,0-
1457,las-vegas-raiders,Brandon Facyson,CB,"$2,808,000 ","$1,568,000 ","$350,000 ","$690,000 ",0-,"$200,000 ",0-,0-
1458,las-vegas-raiders,Austin Hooper,TE,"$2,750,000 ","$1,165,000 ","$1,000,000 ","$510,000 ",0-,"$75,000 ",0-,0-
1459,las-vegas-raiders,Robert Spillane,LB,"$2,670,000 ","$1,445,000 ","$800,000 ","$225,000 ",0-,"$200,000 ",0-,0-
1460,las-vegas-raiders,Jerry Tillery,DT,"$2,625,000 ","$1,600,000 ","$375,000 ","$510,000 ",0-,"$140,000 ",0-,0-
1461,las-vegas-raiders,A.J. Cole,P,"$2,550,000 ","$2,150,000 ","$400,000 ",0-,0-,0-,0-,0-
1462,las-vegas-raiders,Trevon Moehrig,S,"$2,153,184 ","$1,377,728 ","$775,456 ",0-,0-,0-,0-,0-
1463,las-vegas-raiders,Marcus Peters,CB,"$2,108,000 ","$1,165,000 ","$163,000 ","$780,000 ",0-,0-,0-,0-
1464,las-vegas-raiders,Ameer Abdullah,RB,"$1,750,000 ","$1,240,000 ","$200,000 ","$255,000 ",0-,"$55,000 ",0-,0-
1465,las-vegas-raiders,Michael Mayer,TE,"$1,693,390 ","$750,000 ","$943,390 ",0-,0-,0-,0-,0-
1466,las-vegas-raiders,Brian Hoyer,QB,"$1,632,500 ","$1,165,000 ","$437,500 ","$30,000 ",0-,0-,0-,0-
1467,las-vegas-raiders,Jakob Johnson,FB,"$1,625,000 ","$1,080,000 ","$275,000 ","$170,000 ",0-,"$100,000 ",0-,0-
1468,las-vegas-raiders,Greg Van Roten,G,"$1,600,000 ","$1,165,000 ","$307,500 ","$127,500 ",0-,0-,0-,0-
1469,las-vegas-raiders,Alex Bars,G,"$1,500,000 ","$1,080,000 ","$167,500 ","$127,500 ",0-,"$125,000 ",0-,0-
1470,las-vegas-raiders,Deandre Carter,WR,"$1,500,000 ","$1,080,000 ","$175,000 ","$170,000 ",0-,"$75,000 ",0-,0-
1471,las-vegas-raiders,Roderic Teamer,S,"$1,500,000 ","$1,010,000 ","$229,000 ","$136,000 ",0-,"$125,000 ",0-,0-
1472,las-vegas-raiders,David Long,CB,"$1,475,000 ","$1,080,000 ","$250,000 ","$60,000 ",0-,"$85,000 ",0-,0-
1473,las-vegas-raiders,Jacob Bobenmoyer,LS,"$1,435,000 ","$1,010,000 ",0-,"$425,000 ",0-,0-,0-,0-
1474,las-vegas-raiders,Malcolm Koonce,DE,"$1,363,080 ","$1,114,360 ","$248,720 ",0-,0-,0-,0-,0-
1475,las-vegas-raiders,Divine Deablo,OLB,"$1,358,409 ","$1,112,803 ","$245,606 ",0-,0-,0-,0-,0-
1476,las-vegas-raiders,Adam Butler,DT,"$1,287,500 ","$1,080,000 ","$115,000 ",0-,0-,"$92,500 ",0-,0-
1477,las-vegas-raiders,Duke Shelley,CB,"$1,285,000 ","$1,080,000 ","$125,000 ","$36,000 ",0-,"$44,000 ",0-,0-
1478,las-vegas-raiders,Brandon Parker,T,"$1,245,000 ","$1,080,000 ","$100,000 ",0-,0-,"$65,000 ",0-,0-
1479,las-vegas-raiders,Dylan Parham,G,"$1,166,234 ","$938,247 ","$227,987 ",0-,0-,0-,0-,0-
1480,las-vegas-raiders,Netane Muti,G,"$1,145,000 ","$1,010,000 ","$62,500 ","$22,500 ",0-,"$50,000 ",0-,0-
1481,las-vegas-raiders,Amik Robertson,CB,"$1,133,600 ","$1,010,000 ","$123,600 ",0-,0-,0-,0-,0-
1482,las-vegas-raiders,Jesper Horsted,TE,"$1,120,000 ","$1,010,000 ","$30,000 ","$50,000 ",0-,"$30,000 ",0-,0-
1483,las-vegas-raiders,John Jenkins,DT,"$1,092,500 ","$1,165,000 ","$100,000 ","$37,500 ",0-,"$15,000 ",0-,0-
1484,las-vegas-raiders,Keelan Cole,WR,"$1,092,500 ","$1,080,000 ","$76,250 ",0-,0-,"$76,250 ",0-,0-
1485,las-vegas-raiders,O.J. Howard,TE,"$1,092,500 ","$1,080,000 ","$76,250 ",0-,0-,"$76,250 ",0-,0-
1486,las-vegas-raiders,Jaquan Johnson,S,"$1,092,500 ","$1,080,000 ","$51,500 ","$51,000 ",0-,"$50,000 ",0-,0-
1487,las-vegas-raiders,Cam Sims,WR,"$1,092,500 ","$1,080,000 ","$76,250 ",0-,0-,"$76,250 ",0-,0-
1488,las-vegas-raiders,Jordan Willis,DE,"$1,092,500 ","$1,080,000 ",0-,0-,0-,"$76,250 ",0-,0-
1489,las-vegas-raiders,Zamir White,RB,"$1,055,983 ","$870,000 ","$185,983 ",0-,0-,0-,0-,0-
1490,las-vegas-raiders,Neil Farrell Jr.,DT,"$1,050,076 ","$870,000 ","$180,076 ",0-,0-,0-,0-,0-
1491,las-vegas-raiders,Byron Young,DT,"$1,030,675 ","$750,000 ","$280,675 ",0-,0-,0-,0-,0-
1492,las-vegas-raiders,Nate Hobbs,CB,"$1,015,763 ","$940,000 ","$75,763 ",0-,0-,0-,0-,0-
1493,las-vegas-raiders,Curtis Bolton,LB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
1494,las-vegas-raiders,Tyler Hall,CB,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
1495,las-vegas-raiders,Justin Herron,LT,"$1,010,000 ","$1,010,000 ",0-,0-,0-,0-,0-,0-
1496,las-vegas-raiders,Phillip Dorsett,WR,"$992,500 ","$1,165,000 ",0-,0-,0-,"$52,500 ",0-,0-
1497,las-vegas-raiders,Tre Tucker,WR,"$964,379 ","$750,000 ","$214,379 ",0-,0-,0-,0-,0-
1498,las-vegas-raiders,Jakorian Bennett,CB,"$955,899 ","$750,000 ","$205,899 ",0-,0-,0-,0-,0-
1499,las-vegas-raiders,Hroniss Grasu,C,"$955,000 ","$1,080,000 ","$15,000 ",0-,0-,0-,0-,0-
1500,las-vegas-raiders,Justin Murray,T,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
1501,las-vegas-raiders,Kyle Peko,DT,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
1502,las-vegas-raiders,Isaac Rochell,DE,"$940,000 ","$1,080,000 ",0-,0-,0-,0-,0-,0-
1503,las-vegas-raiders,Austin Walter,RB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
1504,las-vegas-raiders,Matthew Butler,DT,"$937,240 ","$870,000 ","$67,240 ",0-,0-,0-,0-,0-
1505,las-vegas-raiders,Thayer Munford Jr.,T,"$894,265 ","$870,000 ","$24,265 ",0-,0-,0-,0-,0-
1506,las-vegas-raiders,Brittain Brown,RB,"$889,963 ","$870,000 ","$19,963 ",0-,0-,0-,0-,0-
1507,las-vegas-raiders,Aidan O'Connell,QB,"$877,345 ","$750,000 ","$127,345 ",0-,0-,0-,0-,0-
1508,las-vegas-raiders,Darien Butler,LB,"$875,000 ","$870,000 ","$5,000 ",0-,0-,0-,0-,0-
1509,las-vegas-raiders,Sam Webb,CB,"$875,000 ","$870,000 ","$5,000 ",0-,0-,0-,0-,0-
1510,las-vegas-raiders,Luke Masterson,LB,"$873,333 ","$870,000 ","$3,333 ",0-,0-,0-,0-,0-
1511,las-vegas-raiders,Chris Lacy,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1512,las-vegas-raiders,Isaiah Pola-Mao,S,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1513,las-vegas-raiders,D.J. Turner,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1514,las-vegas-raiders,Kristian Wilkerson,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1515,las-vegas-raiders,Christopher Smith II,S,"$811,244 ","$750,000 ","$61,244 ",0-,0-,0-,0-,0-
1516,las-vegas-raiders,Amari Burney,LB,"$791,279 ","$750,000 ","$41,279 ",0-,0-,0-,0-,0-
1517,las-vegas-raiders,Nesta Jade Silvera,DT,"$775,176 ","$750,000 ","$25,176 ",0-,0-,0-,0-,0-
1518,las-vegas-raiders,McClendon Curtis,G,"$758,333 ","$750,000 ","$8,333 ",0-,0-,0-,0-,0-
1519,las-vegas-raiders,Dalton Wagner,T,"$758,333 ","$750,000 ","$8,333 ",0-,0-,0-,0-,0-
1520,las-vegas-raiders,Drake Thomas,LB,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
1521,las-vegas-raiders,Jaydon Grant,S,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
1522,las-vegas-raiders,Adam Plant,DE,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
1523,las-vegas-raiders,Azizi Hearn,CB,"$752,666 ","$750,000 ","$2,666 ",0-,0-,0-,0-,0-
1524,las-vegas-raiders,John Shenker,TE,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1525,las-vegas-raiders,George Tarlas,DE,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1526,las-vegas-raiders,Bryce Cosby,S,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1527,las-vegas-raiders,David Ebuka Agoha,DT,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1528,las-vegas-raiders,Cole Fotheringham,TE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1529,las-vegas-raiders,Vitaliy Gurman,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1530,las-vegas-raiders,Kana’i Mauga,ILB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1531,las-vegas-raiders,Sincere McCormick,RB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1532,las-vegas-raiders,Jordan Meredith,G,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1533,las-vegas-raiders,Darius Harris,OLB,0-,0-,0-,0-,0-,0-,0-,0-
1534,los-angeles-chargers,J.C. Jackson,CB,"$17,000,000 ","$12,000,000 ","$5,000,000 ",0-,0-,0-,0-,0-
1535,los-angeles-chargers,Khalil Mack,OLB,"$16,632,500 ","$1,165,000 ",0-,0-,0-,"$200,000 ","$15,267,500 ",0-
1536,los-angeles-chargers,Joey Bosa,OLB,"$15,776,666 ","$1,165,000 ","$7,000,000 ",0-,0-,0-,"$7,611,667 ",0-
1537,los-angeles-chargers,Mike Williams,WR,"$13,540,000 ","$1,080,000 ","$7,000,000 ",0-,0-,0-,"$5,460,000 ",0-
1538,los-angeles-chargers,Corey Linsley,C,"$13,100,000 ","$10,500,000 ","$2,600,000 ",0-,0-,0-,0-,0-
1539,los-angeles-chargers,Keenan Allen,WR,"$12,782,500 ","$1,165,000 ","$2,700,000 ",0-,0-,0-,"$8,917,500 ",0-
1540,los-angeles-chargers,Austin Johnson,DT,"$9,500,000 ","$6,750,000 ","$2,750,000 ",0-,0-,0-,0-,0-
1541,los-angeles-chargers,Michael Davis,CB,"$9,400,000 ","$6,000,000 ","$2,000,000 ","$1,400,000 ",0-,0-,0-,0-
1542,los-angeles-chargers,Derwin James,S,"$9,106,400 ","$2,000,000 ","$4,106,400 ",0-,"$3,000,000 ",0-,0-,0-
1543,los-angeles-chargers,Austin Ekeler,RB,"$9,100,000 ","$6,250,000 ","$1,500,000 ",0-,0-,0-,0-,"$1,350,000 "
1544,los-angeles-chargers,Sebastian Joseph,DE,"$9,000,000 ","$6,500,000 ","$2,500,000 ",0-,0-,0-,0-,0-
1545,los-angeles-chargers,Justin Herbert,QB,"$8,458,176 ","$1,010,000 ","$7,448,176 ",0-,0-,0-,0-,0-
1546,los-angeles-chargers,Gerald Everett,TE,"$8,250,000 ","$5,500,000 ","$2,500,000 ",0-,0-,0-,0-,"$250,000 "
1547,los-angeles-chargers,Rashawn Slater,LT,"$4,535,934 ","$2,171,978 ","$2,363,956 ",0-,0-,0-,0-,0-
1548,los-angeles-chargers,Kenneth Murray,ILB,"$4,128,390 ","$2,379,310 ","$1,749,080 ",0-,0-,0-,0-,0-
1549,los-angeles-chargers,Eric Kendricks,ILB,"$4,000,000 ","$1,250,000 ","$2,750,000 ",0-,0-,0-,0-,0-
1550,los-angeles-chargers,Trey Pipkins,T,"$3,750,000 ","$1,250,000 ","$2,500,000 ",0-,0-,0-,0-,0-
1551,los-angeles-chargers,Zion Johnson,G,"$3,351,518 ","$1,375,304 ","$1,976,214 ",0-,0-,0-,0-,0-
1552,los-angeles-chargers,Dustin Hopkins,K,"$3,086,045 ","$2,230,000 ","$800,000 ","$56,045 ",0-,0-,0-,0-
1553,los-angeles-chargers,Quentin Johnston,WR,"$2,579,778 ","$750,000 ","$1,829,778 ",0-,0-,0-,0-,0-
1554,los-angeles-chargers,Morgan Fox,DE,"$2,500,000 ","$1,250,000 ","$1,250,000 ",0-,0-,0-,0-,0-
1555,los-angeles-chargers,Asante Samuel Jr.,CB,"$1,969,894 ","$1,316,631 ","$653,263 ",0-,0-,0-,0-,0-
1556,los-angeles-chargers,JK Scott,P,"$1,490,000 ","$1,080,000 ","$410,000 ",0-,0-,0-,0-,0-
1557,los-angeles-chargers,Josh Palmer,WR,"$1,372,506 ","$1,117,587 ","$254,919 ",0-,0-,0-,0-,0-
1558,los-angeles-chargers,Josh Harris,LS,"$1,365,000 ","$1,165,000 ","$200,000 ",0-,0-,0-,0-,0-
1559,los-angeles-chargers,Tre McKitty,TE,"$1,305,232 ","$1,095,077 ","$210,155 ",0-,0-,0-,0-,0-
1560,los-angeles-chargers,Easton Stick,QB,"$1,232,500 ","$1,647,500 ","$152,500 ",0-,0-,0-,0-,0-
1561,los-angeles-chargers,Donald Parham,TE,"$1,210,000 ","$1,010,000 ","$200,000 ",0-,0-,0-,0-,0-
1562,los-angeles-chargers,Josh Kelley,RB,"$1,205,085 ","$1,010,000 ","$195,085 ",0-,0-,0-,0-,0-
1563,los-angeles-chargers,JT Woods,S,"$1,199,191 ","$944,838 ","$254,353 ",0-,0-,0-,0-,0-
1564,los-angeles-chargers,Tuli Tuipulotu,DT,"$1,194,797 ","$750,000 ","$444,797 ",0-,0-,0-,0-,0-
1565,los-angeles-chargers,Chris Rumph II,DE,"$1,128,386 ","$940,000 ","$188,386 ",0-,0-,0-,0-,0-
1566,los-angeles-chargers,Alohi Gilman,S,"$1,056,969 ","$1,010,000 ","$46,969 ",0-,0-,0-,0-,0-
1567,los-angeles-chargers,Isaiah Spiller,RB,"$1,054,238 ","$870,000 ","$184,238 ",0-,0-,0-,0-,0-
1568,los-angeles-chargers,Will Clapp,C,"$1,040,000 ","$1,080,000 ","$100,000 ",0-,0-,0-,0-,0-
1569,los-angeles-chargers,Jalen Guyton,WR,"$1,029,500 ","$1,080,000 ","$76,000 ","$13,500 ",0-,0-,0-,0-
1570,los-angeles-chargers,Brenden Jaimes,OL,"$1,019,445 ","$940,000 ","$79,445 ",0-,0-,0-,0-,0-
1571,los-angeles-chargers,Nick Williams,DT,"$1,005,000 ","$1,165,000 ","$25,000 ","$40,000 ",0-,0-,0-,0-
1572,los-angeles-chargers,Nick Niemann,LB,"$993,501 ","$940,000 ","$53,501 ",0-,0-,0-,0-,0-
1573,los-angeles-chargers,Daiyan Henley,LB,"$985,531 ","$750,000 ","$235,531 ",0-,0-,0-,0-,0-
1574,los-angeles-chargers,Otito Ogbonnia,DT,"$949,720 ","$870,000 ","$79,720 ",0-,0-,0-,0-,0-
1575,los-angeles-chargers,Amen Ogbongbemiga,LB,"$945,000 ","$940,000 ","$5,000 ",0-,0-,0-,0-,0-
1576,los-angeles-chargers,Keelan Doss,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
1577,los-angeles-chargers,Kemon Hall,CB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
1578,los-angeles-chargers,Blake Lynch,LB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
1579,los-angeles-chargers,Larry Rountree III,RB,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
1580,los-angeles-chargers,Darrius Shepherd,WR,"$940,000 ","$940,000 ",0-,0-,0-,0-,0-,0-
1581,los-angeles-chargers,Derius Davis,WR,"$927,983 ","$750,000 ","$177,983 ",0-,0-,0-,0-,0-
1582,los-angeles-chargers,Jamaree Salyer,LT,"$913,982 ","$870,000 ","$43,982 ",0-,0-,0-,0-,0-
1583,los-angeles-chargers,Ja'Sir Taylor,CB,"$903,003 ","$870,000 ","$33,003 ",0-,0-,0-,0-,0-
1584,los-angeles-chargers,Deane Leonard,CB,"$894,916 ","$870,000 ","$24,916 ",0-,0-,0-,0-,0-
1585,los-angeles-chargers,Zander Horvath,RB,"$889,252 ","$870,000 ","$19,252 ",0-,0-,0-,0-,0-
1586,los-angeles-chargers,Stone Smartt,TE,"$871,666 ","$870,000 ","$1,666 ",0-,0-,0-,0-,0-
1587,los-angeles-chargers,Zack Bailey,G,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1588,los-angeles-chargers,Cameron Dicker,P,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1589,los-angeles-chargers,John Hightower,WR,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1590,los-angeles-chargers,Christopher Hinton,DT,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1591,los-angeles-chargers,Michael Jacquet,CB,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1592,los-angeles-chargers,Raheem Layne,S,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1593,los-angeles-chargers,David Moa,DT,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1594,los-angeles-chargers,Foster Sarell,T,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1595,los-angeles-chargers,Mark Webb,S,"$870,000 ","$870,000 ",0-,0-,0-,0-,0-,0-
1596,los-angeles-chargers,Jordan McFadden,G,"$828,035 ","$750,000 ","$78,035 ",0-,0-,0-,0-,0-
1597,los-angeles-chargers,Scott Matlock,DT,"$793,074 ","$750,000 ","$43,074 ",0-,0-,0-,0-,0-
1598,los-angeles-chargers,Max Duggan,QB,"$771,556 ","$750,000 ","$21,556 ",0-,0-,0-,0-,0-
1599,los-angeles-chargers,Terrance Lang,DT,"$756,666 ","$750,000 ","$6,666 ",0-,0-,0-,0-,0-
1600,los-angeles-chargers,Brevin Allen,OLB,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
1601,los-angeles-chargers,Johari Branch,C,"$755,000 ","$750,000 ","$5,000 ",0-,0-,0-,0-,0-
1602,los-angeles-chargers,Michael Ezeike,TE,"$754,333 ","$750,000 ","$4,333 ",0-,0-,0-,0-,0-
1603,los-angeles-chargers,Mikel Jones,LB,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
1604,los-angeles-chargers,Nicolas Melsop,T,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
1605,los-angeles-chargers,Tiawan Mullen,CB,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
1606,los-angeles-chargers,Andrew Trainer,T,"$753,333 ","$750,000 ","$3,333 ",0-,0-,0-,0-,0-
1607,los-angeles-chargers,Terrell Bynum,WR,"$752,500 ","$750,000 ","$2,500 ",0-,0-,0-,0-,0-
1608,los-angeles-chargers,Elijah Dotson,RB,"$752,333 ","$750,000 ","$2,333 ",0-,0-,0-,0-,0-
1609,los-angeles-chargers,Cam Brown,CB,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1610,los-angeles-chargers,Jerrod Clark,DT,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1611,los-angeles-chargers,Nathan East,LB,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1612,los-angeles-chargers,Isaac Weaver,C,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1613,los-angeles-chargers,Pokey Wilson,WR,"$751,666 ","$750,000 ","$1,666 ",0-,0-,0-,0-,0-
1614,los-angeles-chargers,Tyler Baker-Williams,S,"$750,666 ","$750,000 ",$666 ,0-,0-,0-,0-,0-
1615,los-angeles-chargers,A.J. Uzodinma,CB,"$750,666 ","$750,000 ",$666 ,0-,0-,0-,0-,0-
1616,los-angeles-chargers,Basil Chijioke Okoye,DT,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1617,los-angeles-chargers,Andrew Farmer,OLB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1618,los-angeles-chargers,A.J. Finley,S,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1619,los-angeles-chargers,Tyler Hoosman,RB,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1620,los-angeles-chargers,Hunter Kampmoyer,TE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1621,los-angeles-chargers,Carlo Kemp,DT,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1622,los-angeles-chargers,Austen Pleasants,T,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1623,los-angeles-chargers,Ty Shelby,DE,"$750,000 ","$750,000 ",0-,0-,0-,0-,0-,0-
1624,los-angeles-rams,Aaron Donald,DT,"$26,000,000 ","$13,500,000 ","$8,000,000 ",0-,0-,0-,"$4,500,000 ",0-
1625,los-angeles-rams,Matthew Stafford,QB,"$20,000,000 ","$1,500,000 ","$12,000,000 ",0-,"$6,500,000 ",0-,0-,0-
1626,los-angeles-rams,Cooper Kupp,WR,"$17,360,000 ","$1,080,000 ","$5,500,000 ","$5,000,000 ",0-,0-,"$5,780,000 ",0-
1627,los-angeles-rams,Rob Havenstein,RT,"$9,703,294 ","$1,500,000 ","$1,235,294 ","$4,000,000 ","$1,200,000 ",0-,"$768,000 ","$1,000,000 "
1628,los-angeles-rams,Tyler Higbee,TE,"$9,125,000 ","$6,250,000 ","$600,000 ",0-,0-,0-,"$1,775,000 ","$500,000 "
1629,los-angeles-rams,Joseph Noteboom,T,"$6,500,000 ","$1,500,000 ","$2,000,000 ",0-,0-,0-,"$3,000,000 ",0-
1630,los-angeles-rams,Brian Allen,C,"$3,050,000 ","$2,000,000 ","$1,050,000 ",0-,0-,0-,0-,0-
1631,los-angeles-rams,Jordan Fuller,FS,"$2,785,678 ","$2,743,000 ","$42,678 ",0-,0-,0-,0-,0-
1632,los-angeles-rams,Cam Akers,RB,"$1,964,147 ","$1,451,777 ","$512,370 ",0-,0-,0-,0-,0-
